"id","order","family","genus","species","subspecies","taxonlevel","accid","canonical","source"
1331,"Sarcoptiformes","Trouessartiidae","Trouessartia","carpi",NA,"species",0,"Trouessartia carpi","TPT"
1332,"Sarcoptiformes","Trouessartiidae","Trouessartia","certhiae",NA,"species",0,"Trouessartia certhiae","TPT"
1333,"Sarcoptiformes","Trouessartiidae","Trouessartia","chaquensis",NA,"species",0,"Trouessartia chaquensis","TPT"
1334,"Sarcoptiformes","Trouessartiidae","Trouessartia","chionidis",NA,"species",0,"Trouessartia chionidis","TPT"
1335,"Sarcoptiformes","Trouessartiidae","Trouessartia","clytospizae",NA,"species",0,"Trouessartia clytospizae","TPT"
1336,"Sarcoptiformes","Trouessartiidae","Trouessartia","coalescens",NA,"species",0,"Trouessartia coalescens","TPT"
1337,"Sarcoptiformes","Trouessartiidae","Trouessartia","concinna",NA,"species",0,"Trouessartia concinna","TPT"
1338,"Sarcoptiformes","Trouessartiidae","Trouessartia","corolligera",NA,"species",0,"Trouessartia corolligera","TPT"
1339,"Sarcoptiformes","Trouessartiidae","Trouessartia","corviona",NA,"species",0,"Trouessartia corviona","TPT"
1340,"Sarcoptiformes","Trouessartiidae","Trouessartia","creatophorae",NA,"species",0,"Trouessartia creatophorae","TPT"
1341,"Sarcoptiformes","Trouessartiidae","Trouessartia","crucifera",NA,"species",0,"Trouessartia crucifera","TPT"
1342,"Sarcoptiformes","Trouessartiidae","Trouessartia","cryptocaudata",NA,"species",0,"Trouessartia cryptocaudata","TPT"
1343,"Sarcoptiformes","Trouessartiidae","Trouessartia","curtifolia",NA,"species",0,"Trouessartia curtifolia","TPT"
1344,"Sarcoptiformes","Trouessartiidae","Trouessartia","curtispina",NA,"species",0,"Trouessartia curtispina","TPT"
1345,"Sarcoptiformes","Trouessartiidae","Trouessartia","cyanuropterae",NA,"species",0,"Trouessartia cyanuropterae","TPT"
1346,"Sarcoptiformes","Trouessartiidae","Trouessartia","daberti",NA,"species",0,"Trouessartia daberti","TPT"
1347,"Sarcoptiformes","Trouessartiidae","Trouessartia","decorata",NA,"species",0,"Trouessartia decorata","TPT"
1348,"Sarcoptiformes","Trouessartiidae","Trouessartia","delicatula",NA,"species",0,"Trouessartia delicatula","TPT"
1349,"Sarcoptiformes","Trouessartiidae","Trouessartia","dicruri",NA,"species",0,"Trouessartia dicruri","TPT"
1350,"Sarcoptiformes","Trouessartiidae","Trouessartia","elaeniae",NA,"species",0,"Trouessartia elaeniae","TPT"
1351,"Sarcoptiformes","Trouessartiidae","Trouessartia","estrildae",NA,"species",0,"Trouessartia estrildae","TPT"
1352,"Sarcoptiformes","Trouessartiidae","Trouessartia","eulabis",NA,"species",0,"Trouessartia eulabis","TPT"
1353,"Sarcoptiformes","Trouessartiidae","Trouessartia","eximia",NA,"species",0,"Trouessartia eximia","TPT"
1354,"Sarcoptiformes","Trouessartiidae","Trouessartia","fulicae",NA,"species",0,"Trouessartia fulicae","TPT"
1355,"Sarcoptiformes","Trouessartiidae","Trouessartia","funiculata",NA,"species",0,"Trouessartia funiculata","TPT"
1356,"Sarcoptiformes","Trouessartiidae","Trouessartia","gabonica",NA,"species",0,"Trouessartia gabonica","TPT"
1357,"Sarcoptiformes","Trouessartiidae","Trouessartia","galliardi",NA,"species",0,"Trouessartia galliardi","TPT"
1358,"Sarcoptiformes","Trouessartiidae","Trouessartia","geometrica",NA,"species",0,"Trouessartia geometrica","TPT"
1359,"Sarcoptiformes","Trouessartiidae","Trouessartia","geospiza",NA,"species",0,"Trouessartia geospiza","TPT"
1360,"Sarcoptiformes","Trouessartiidae","Trouessartia","gigaphallus",NA,"species",0,"Trouessartia gigaphallus","TPT"
1361,"Sarcoptiformes","Trouessartiidae","Trouessartia","gladifera",NA,"species",0,"Trouessartia gladifera","TPT"
1362,"Sarcoptiformes","Trouessartiidae","Trouessartia","grandis",NA,"species",0,"Trouessartia grandis","TPT"
1363,"Sarcoptiformes","Trouessartiidae","Trouessartia","hernandesi",NA,"species",0,"Trouessartia hernandesi","TPT"
1364,"Sarcoptiformes","Trouessartiidae","Trouessartia","incisa",NA,"species",0,"Trouessartia incisa","TPT"
1365,"Sarcoptiformes","Trouessartiidae","Trouessartia","inexpectata",NA,"species",0,"Trouessartia inexpectata","TPT"
1366,"Sarcoptiformes","Trouessartiidae","Trouessartia","jedliczkai",NA,"species",0,"Trouessartia jedliczkai","TPT"
1367,"Sarcoptiformes","Trouessartiidae","Trouessartia","juliettae",NA,"species",0,"Trouessartia juliettae","TPT"
1368,"Sarcoptiformes","Trouessartiidae","Trouessartia","kharkhanensis",NA,"species",0,"Trouessartia kharkhanensis","TPT"
1369,"Sarcoptiformes","Trouessartiidae","Trouessartia","kiefferi",NA,"species",0,"Trouessartia kiefferi","TPT"
1370,"Sarcoptiformes","Trouessartiidae","Trouessartia","kratochvili",NA,"species",0,"Trouessartia kratochvili","TPT"
1371,"Sarcoptiformes","Trouessartiidae","Trouessartia","latiducta",NA,"species",0,"Trouessartia latiducta","TPT"
1372,"Sarcoptiformes","Trouessartiidae","Trouessartia","latisetata",NA,"species",0,"Trouessartia latisetata","TPT"
1373,"Sarcoptiformes","Trouessartiidae","Trouessartia","liberiana",NA,"species",0,"Trouessartia liberiana","TPT"
1374,"Sarcoptiformes","Trouessartiidae","Trouessartia","lonchurae",NA,"species",0,"Trouessartia lonchurae","TPT"
1375,"Sarcoptiformes","Trouessartiidae","Trouessartia","longidenticulata",NA,"species",0,"Trouessartia longidenticulata","TPT"
1376,"Sarcoptiformes","Trouessartiidae","Trouessartia","longiducta",NA,"species",0,"Trouessartia longiducta","TPT"
1377,"Sarcoptiformes","Trouessartiidae","Trouessartia","longifolia",NA,"species",0,"Trouessartia longifolia","TPT"
1378,"Sarcoptiformes","Trouessartiidae","Trouessartia","longiseta",NA,"species",0,"Trouessartia longiseta","TPT"
1379,"Sarcoptiformes","Trouessartiidae","Trouessartia","mangaratibensis",NA,"species",0,"Trouessartia mangaratibensis","TPT"
1380,"Sarcoptiformes","Trouessartiidae","Trouessartia","marginata",NA,"species",0,"Trouessartia marginata","TPT"
1381,"Sarcoptiformes","Trouessartiidae","Trouessartia","megadisca",NA,"species",0,"Trouessartia megadisca","TPT"
1382,"Sarcoptiformes","Trouessartiidae","Trouessartia","microcaudata",NA,"species",0,"Trouessartia microcaudata","TPT"
1383,"Sarcoptiformes","Trouessartiidae","Trouessartia","microfolia",NA,"species",0,"Trouessartia microfolia","TPT"
1384,"Sarcoptiformes","Trouessartiidae","Trouessartia","minuscula",NA,"species",0,"Trouessartia minuscula","TPT"
1385,"Sarcoptiformes","Trouessartiidae","Trouessartia","minutipes",NA,"species",0,"Trouessartia minutipes","TPT"
1386,"Sarcoptiformes","Trouessartiidae","Trouessartia","mironovi",NA,"species",0,"Trouessartia mironovi","TPT"
1387,"Sarcoptiformes","Trouessartiidae","Trouessartia","modesta",NA,"species",0,"Trouessartia modesta","TPT"
1388,"Sarcoptiformes","Trouessartiidae","Trouessartia","mossambicensis",NA,"species",0,"Trouessartia mossambicensis","TPT"
1389,"Sarcoptiformes","Trouessartiidae","Trouessartia","motacillae",NA,"species",0,"Trouessartia motacillae","TPT"
1390,"Sarcoptiformes","Trouessartiidae","Trouessartia","multidentata",NA,"species",0,"Trouessartia multidentata","TPT"
1391,"Sarcoptiformes","Trouessartiidae","Trouessartia","niltavae",NA,"species",0,"Trouessartia niltavae","TPT"
1392,"Sarcoptiformes","Trouessartiidae","Trouessartia","nuttalli",NA,"species",0,"Trouessartia nuttalli","TPT"
1393,"Sarcoptiformes","Trouessartiidae","Trouessartia","ocellata",NA,"species",0,"Trouessartia ocellata","TPT"
1394,"Sarcoptiformes","Trouessartiidae","Trouessartia","paludicolae",NA,"species",0,"Trouessartia paludicolae","TPT"
1395,"Sarcoptiformes","Trouessartiidae","Trouessartia","paucidentata",NA,"species",0,"Trouessartia paucidentata","TPT"
1396,"Sarcoptiformes","Trouessartiidae","Trouessartia","petrochelidon",NA,"species",0,"Trouessartia petrochelidon","TPT"
1397,"Sarcoptiformes","Trouessartiidae","Trouessartia","phylloscopi",NA,"species",0,"Trouessartia phylloscopi","TPT"
1398,"Sarcoptiformes","Trouessartiidae","Trouessartia","picumni",NA,"species",0,"Trouessartia picumni","TPT"
1399,"Sarcoptiformes","Trouessartiidae","Trouessartia","piscicauda",NA,"species",0,"Trouessartia piscicauda","TPT"
1400,"Sarcoptiformes","Trouessartiidae","Trouessartia","plocei",NA,"species",0,"Trouessartia plocei","TPT"
1401,"Sarcoptiformes","Trouessartiidae","Trouessartia","poeopterae",NA,"species",0,"Trouessartia poeopterae","TPT"
1402,"Sarcoptiformes","Trouessartiidae","Trouessartia","priniae",NA,"species",0,"Trouessartia priniae","TPT"
1403,"Sarcoptiformes","Trouessartiidae","Trouessartia","progne",NA,"species",0,"Trouessartia progne","TPT"
1404,"Sarcoptiformes","Trouessartiidae","Trouessartia","puylaerti",NA,"species",0,"Trouessartia puylaerti","TPT"
1405,"Sarcoptiformes","Trouessartiidae","Trouessartia","pygoceras",NA,"species",0,"Trouessartia pygoceras","TPT"
1406,"Sarcoptiformes","Trouessartiidae","Trouessartia","pytilliae",NA,"species",0,"Trouessartia pytilliae","TPT"
1407,"Sarcoptiformes","Trouessartiidae","Trouessartia","quarta",NA,"species",0,"Trouessartia quarta","TPT"
1408,"Sarcoptiformes","Trouessartiidae","Trouessartia","quattuordecimdentata",NA,"species",0,"Trouessartia quattuordecimdentata","TPT"
1409,"Sarcoptiformes","Trouessartiidae","Trouessartia","reguli",NA,"species",0,"Trouessartia reguli","TPT"
1410,"Sarcoptiformes","Trouessartiidae","Trouessartia","rhipidurae",NA,"species",0,"Trouessartia rhipidurae","TPT"
1411,"Sarcoptiformes","Trouessartiidae","Trouessartia","ripariae",NA,"species",0,"Trouessartia ripariae","TPT"
1412,"Sarcoptiformes","Trouessartiidae","Trouessartia","rosterii",NA,"species",0,"Trouessartia rosterii","TPT"
1413,"Sarcoptiformes","Trouessartiidae","Trouessartia","rotifer",NA,"species",0,"Trouessartia rotifer","TPT"
1414,"Sarcoptiformes","Trouessartiidae","Trouessartia","rousseli",NA,"species",0,"Trouessartia rousseli","TPT"
1415,"Sarcoptiformes","Trouessartiidae","Trouessartia","rubecula",NA,"species",0,"Trouessartia rubecula","TPT"
1416,"Sarcoptiformes","Trouessartiidae","Trouessartia","salularis",NA,"species",0,"Trouessartia salularis","TPT"
1417,"Sarcoptiformes","Trouessartiidae","Trouessartia","santanai",NA,"species",0,"Trouessartia santanai","TPT"
1418,"Sarcoptiformes","Trouessartiidae","Trouessartia","santosdiasi",NA,"species",0,"Trouessartia santosdiasi","TPT"
1419,"Sarcoptiformes","Trouessartiidae","Trouessartia","savanae",NA,"species",0,"Trouessartia savanae","TPT"
1420,"Sarcoptiformes","Trouessartiidae","Trouessartia","secaticauda",NA,"species",0,"Trouessartia secaticauda","TPT"
1421,"Sarcoptiformes","Trouessartiidae","Trouessartia","sechellarum",NA,"species",0,"Trouessartia sechellarum","TPT"
1422,"Sarcoptiformes","Trouessartiidae","Trouessartia","serrana",NA,"species",0,"Trouessartia serrana","TPT"
1423,"Sarcoptiformes","Trouessartiidae","Trouessartia","sialiae",NA,"species",0,"Trouessartia sialiae","TPT"
1424,"Sarcoptiformes","Trouessartiidae","Trouessartia","sicaliae",NA,"species",0,"Trouessartia sicaliae","TPT"
1425,"Sarcoptiformes","Trouessartiidae","Trouessartia","simillima",NA,"species",0,"Trouessartia simillima","TPT"
1426,"Sarcoptiformes","Trouessartiidae","Trouessartia","sophiae",NA,"species",0,"Trouessartia sophiae","TPT"
1427,"Sarcoptiformes","Trouessartiidae","Trouessartia","stelgidopteryx",NA,"species",0,"Trouessartia stelgidopteryx","TPT"
1428,"Sarcoptiformes","Trouessartiidae","Trouessartia","stitzorhinae",NA,"species",0,"Trouessartia stitzorhinae","TPT"
1429,"Sarcoptiformes","Trouessartiidae","Trouessartia","subacuta",NA,"species",0,"Trouessartia subacuta","TPT"
1430,"Sarcoptiformes","Trouessartiidae","Trouessartia","swidwiensis",NA,"species",0,"Trouessartia swidwiensis","TPT"
1431,"Sarcoptiformes","Trouessartiidae","Trouessartia","tenuipilata",NA,"species",0,"Trouessartia tenuipilata","TPT"
1432,"Sarcoptiformes","Trouessartiidae","Trouessartia","tillae",NA,"species",0,"Trouessartia tillae","TPT"
1433,"Sarcoptiformes","Trouessartiidae","Trouessartia","transatlantica",NA,"species",0,"Trouessartia transatlantica","TPT"
1434,"Sarcoptiformes","Trouessartiidae","Trouessartia","transvaalensis",NA,"species",0,"Trouessartia transvaalensis","TPT"
1435,"Sarcoptiformes","Trouessartiidae","Trouessartia","trouessarti",NA,"species",0,"Trouessartia trouessarti","TPT"
1436,"Sarcoptiformes","Trouessartiidae","Trouessartia","truncata",NA,"species",0,"Trouessartia truncata","TPT"
1437,"Sarcoptiformes","Trouessartiidae","Trouessartia","unicolor",NA,"species",0,"Trouessartia unicolor","TPT"
1438,"Sarcoptiformes","Trouessartiidae","Trouessartia","viduae",NA,"species",0,"Trouessartia viduae","TPT"
1440,"Sarcoptiformes","Trouessartiidae","Uniscutalges","elegans",NA,"species",0,"Uniscutalges elegans","TPT"
1441,"Sarcoptiformes","Trouessartiidae","Uniscutalges","fissipilus",NA,"species",0,"Uniscutalges fissipilus","TPT"
1442,"Sarcoptiformes","Trouessartiidae","Uniscutalges","intermedius",NA,"species",0,"Uniscutalges intermedius","TPT"
1443,"Sarcoptiformes","Trouessartiidae","Uniscutalges","longilobus",NA,"species",0,"Uniscutalges longilobus","TPT"
1444,"Sarcoptiformes","Trouessartiidae","Uniscutalges","nigrifasciatus",NA,"species",0,"Uniscutalges nigrifasciatus","TPT"
1445,"Sarcoptiformes","Trouessartiidae","Uniscutalges","orthocentrus",NA,"species",0,"Uniscutalges orthocentrus","TPT"
1446,"Sarcoptiformes","Trouessartiidae","Uniscutalges","phoeniculi",NA,"species",0,"Uniscutalges phoeniculi","TPT"
1447,"Sarcoptiformes","Trouessartiidae","Uniscutalges","sigillatus",NA,"species",0,"Uniscutalges sigillatus","TPT"
1448,"Sarcoptiformes","Trouessartiidae","Uniscutalges","subelegans",NA,"species",0,"Uniscutalges subelegans","TPT"
1451,"Sarcoptiformes","Turbinoptidae","Colinoptes","cubanensis",NA,"species",0,"Colinoptes cubanensis","TPT"
1453,"Sarcoptiformes","Turbinoptidae","Congocoptes","benoiti",NA,"species",0,"Congocoptes benoiti","TPT"
1454,"Sarcoptiformes","Turbinoptidae","Congocoptes","brasiliensis",NA,"species",0,"Congocoptes brasiliensis","TPT"
1455,"Sarcoptiformes","Turbinoptidae","Congocoptes","buccanodon",NA,"species",0,"Congocoptes buccanodon","TPT"
1456,"Sarcoptiformes","Turbinoptidae","Congocoptes","capitonidis",NA,"species",0,"Congocoptes capitonidis","TPT"
1457,"Sarcoptiformes","Turbinoptidae","Congocoptes","dendropicos",NA,"species",0,"Congocoptes dendropicos","TPT"
1458,"Sarcoptiformes","Turbinoptidae","Congocoptes","dryobaticola",NA,"species",0,"Congocoptes dryobaticola","TPT"
1459,"Sarcoptiformes","Turbinoptidae","Congocoptes","dryocopi",NA,"species",0,"Congocoptes dryocopi","TPT"
1460,"Sarcoptiformes","Turbinoptidae","Congocoptes","furmani",NA,"species",0,"Congocoptes furmani","TPT"
1461,"Sarcoptiformes","Turbinoptidae","Congocoptes","idjwiensis",NA,"species",0,"Congocoptes idjwiensis","TPT"
1462,"Sarcoptiformes","Turbinoptidae","Congocoptes","macrophallus",NA,"species",0,"Congocoptes macrophallus","TPT"
1463,"Sarcoptiformes","Turbinoptidae","Congocoptes","mexicanus",NA,"species",0,"Congocoptes mexicanus","TPT"
1464,"Sarcoptiformes","Turbinoptidae","Congocoptes","phoeniculi",NA,"species",0,"Congocoptes phoeniculi","TPT"
1465,"Sarcoptiformes","Turbinoptidae","Congocoptes","schoutedeni",NA,"species",0,"Congocoptes schoutedeni","TPT"
1466,"Sarcoptiformes","Turbinoptidae","Congocoptes","sorensoni",NA,"species",0,"Congocoptes sorensoni","TPT"
1467,"Sarcoptiformes","Turbinoptidae","Congocoptes","sphyrapicicola",NA,"species",0,"Congocoptes sphyrapicicola","TPT"
1468,"Sarcoptiformes","Turbinoptidae","Congocoptes","verheyeni",NA,"species",0,"Congocoptes verheyeni","TPT"
1470,"Sarcoptiformes","Turbinoptidae","Mycteroptes","basilewskyi",NA,"species",0,"Mycteroptes basilewskyi","TPT"
1472,"Sarcoptiformes","Turbinoptidae","Neoschoutedenocoptes","turacaoensis",NA,"species",0,"Neoschoutedenocoptes turacaoensis","TPT"
1474,"Sarcoptiformes","Turbinoptidae","Oxleya","podargi",NA,"species",0,"Oxleya podargi","TPT"
1476,"Sarcoptiformes","Turbinoptidae","Passerrhinoptes","andropadi",NA,"species",0,"Passerrhinoptes andropadi","TPT"
1477,"Sarcoptiformes","Turbinoptidae","Passerrhinoptes","pomatostomi",NA,"species",0,"Passerrhinoptes pomatostomi","TPT"
1478,"Sarcoptiformes","Turbinoptidae","Passerrhinoptes","pycnonoti",NA,"species",0,"Passerrhinoptes pycnonoti","TPT"
1479,"Sarcoptiformes","Turbinoptidae","Passerrhinoptes","zumpti",NA,"species",0,"Passerrhinoptes zumpti","TPT"
1481,"Sarcoptiformes","Turbinoptidae","Rhinoptes","asiaticus",NA,"species",0,"Rhinoptes asiaticus","TPT"
1482,"Sarcoptiformes","Turbinoptidae","Rhinoptes","gallinae",NA,"species",0,"Rhinoptes gallinae","TPT"
1483,"Sarcoptiformes","Turbinoptidae","Rhinoptes","perdiculae",NA,"species",0,"Rhinoptes perdiculae","TPT"
1484,"Sarcoptiformes","Turbinoptidae","Rhinoptes","pternistis",NA,"species",0,"Rhinoptes pternistis","TPT"
1485,"Sarcoptiformes","Turbinoptidae","Rhinoptes","pternistis","alectoris","subspecies",0,"Rhinoptes pternistis alectoris","TPT"
1486,"Sarcoptiformes","Turbinoptidae","Rhinoptes","pternistis","pternistis","subspecies",0,"Rhinoptes pternistis pternistis","TPT"
1489,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","americanus",NA,"species",0,"Schoutedenocoptes americanus","TPT"
1490,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","cuculi",NA,"species",0,"Schoutedenocoptes cuculi","TPT"
1492,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","aquilae",NA,"species",0,"Schoutedenocoptes aquilae","TPT"
1493,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","dartevellei",NA,"species",0,"Schoutedenocoptes dartevellei","TPT"
1494,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","gutterae",NA,"species",0,"Schoutedenocoptes gutterae","TPT"
1495,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","lophocerotis",NA,"species",0,"Schoutedenocoptes lophocerotis","TPT"
1496,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","moucheti",NA,"species",0,"Schoutedenocoptes moucheti","TPT"
1497,"Sarcoptiformes","Turbinoptidae","Schoutedenocoptes","numidae",NA,"species",0,"Schoutedenocoptes numidae","TPT"
1499,"Sarcoptiformes","Turbinoptidae","Turbinoptes","congolensis",NA,"species",0,"Turbinoptes congolensis","TPT"
1500,"Sarcoptiformes","Turbinoptidae","Turbinoptes","strandtmanni",NA,"species",0,"Turbinoptes strandtmanni","TPT"
1504,"Sarcoptiformes","Xolalgidae","Analloptes","bipartatus",NA,"species",0,"Analloptes bipartatus","TPT"
1505,"Sarcoptiformes","Xolalgidae","Analloptes","buettikeri",NA,"species",0,"Analloptes buettikeri","TPT"
1506,"Sarcoptiformes","Xolalgidae","Analloptes","cnemotricci",NA,"species",0,"Analloptes cnemotricci","TPT"
1507,"Sarcoptiformes","Xolalgidae","Analloptes","corrugatus",NA,"species",0,"Analloptes corrugatus","TPT"
1508,"Sarcoptiformes","Xolalgidae","Analloptes","elythrurus",NA,"species",0,"Analloptes elythrurus","TPT"
1509,"Sarcoptiformes","Xolalgidae","Analloptes","falcinelli",NA,"species",0,"Analloptes falcinelli","TPT"
1510,"Sarcoptiformes","Xolalgidae","Analloptes","giganteus",NA,"species",0,"Analloptes giganteus","TPT"
1511,"Sarcoptiformes","Xolalgidae","Analloptes","megatrichopus",NA,"species",0,"Analloptes megatrichopus","TPT"
1512,"Sarcoptiformes","Xolalgidae","Analloptes","megnini",NA,"species",0,"Analloptes megnini","TPT"
1513,"Sarcoptiformes","Xolalgidae","Analloptes","mesotrichopus",NA,"species",0,"Analloptes mesotrichopus","TPT"
1514,"Sarcoptiformes","Xolalgidae","Analloptes","psophiae",NA,"species",0,"Analloptes psophiae","TPT"
1515,"Sarcoptiformes","Xolalgidae","Analloptes","qujingensis",NA,"species",0,"Analloptes qujingensis","TPT"
1516,"Sarcoptiformes","Xolalgidae","Analloptes","turnicis",NA,"species",0,"Analloptes turnicis","TPT"
1518,"Sarcoptiformes","Xolalgidae","Cacatualges","microdiscus",NA,"species",0,"Cacatualges microdiscus","TPT"
1519,"Sarcoptiformes","Xolalgidae","Cacatualges","probosciger",NA,"species",0,"Cacatualges probosciger","TPT"
1521,"Sarcoptiformes","Xolalgidae","Dubininia","accipitrina",NA,"species",0,"Dubininia accipitrina","TPT"
1522,"Sarcoptiformes","Xolalgidae","Dubininia","africana",NA,"species",0,"Dubininia africana","TPT"
1523,"Sarcoptiformes","Xolalgidae","Dubininia","charmosynae",NA,"species",0,"Dubininia charmosynae","TPT"
1524,"Sarcoptiformes","Xolalgidae","Dubininia","circiniger",NA,"species",0,"Dubininia circiniger","TPT"
1525,"Sarcoptiformes","Xolalgidae","Dubininia","curta",NA,"species",0,"Dubininia curta","TPT"
1526,"Sarcoptiformes","Xolalgidae","Dubininia","lorina",NA,"species",0,"Dubininia lorina","TPT"
1527,"Sarcoptiformes","Xolalgidae","Dubininia","melopsittaci",NA,"species",0,"Dubininia melopsittaci","TPT"
1528,"Sarcoptiformes","Xolalgidae","Dubininia","microhieracis",NA,"species",0,"Dubininia microhieracis","TPT"
1529,"Sarcoptiformes","Xolalgidae","Dubininia","micropsittae",NA,"species",0,"Dubininia micropsittae","TPT"
1530,"Sarcoptiformes","Xolalgidae","Dubininia","nestori",NA,"species",0,"Dubininia nestori","TPT"
1531,"Sarcoptiformes","Xolalgidae","Dubininia","pezoporae",NA,"species",0,"Dubininia pezoporae","TPT"
1532,"Sarcoptiformes","Xolalgidae","Dubininia","psittacina",NA,"species",0,"Dubininia psittacina","TPT"
1534,"Sarcoptiformes","Xolalgidae","Fainalges","annulifer",NA,"species",0,"Fainalges annulifer","TPT"
1535,"Sarcoptiformes","Xolalgidae","Fainalges","apicosetiger",NA,"species",0,"Fainalges apicosetiger","TPT"
1536,"Sarcoptiformes","Xolalgidae","Fainalges","bilobatus",NA,"species",0,"Fainalges bilobatus","TPT"
1537,"Sarcoptiformes","Xolalgidae","Fainalges","gracilitarsus",NA,"species",0,"Fainalges gracilitarsus","TPT"
1538,"Sarcoptiformes","Xolalgidae","Fainalges","intermedius",NA,"species",0,"Fainalges intermedius","TPT"
1539,"Sarcoptiformes","Xolalgidae","Fainalges","latistriatus",NA,"species",0,"Fainalges latistriatus","TPT"
1540,"Sarcoptiformes","Xolalgidae","Fainalges","longissimus",NA,"species",0,"Fainalges longissimus","TPT"
1541,"Sarcoptiformes","Xolalgidae","Fainalges","spiculatus",NA,"species",0,"Fainalges spiculatus","TPT"
1542,"Sarcoptiformes","Xolalgidae","Fainalges","stettenheimi",NA,"species",0,"Fainalges stettenheimi","TPT"
1543,"Sarcoptiformes","Xolalgidae","Fainalges","tanythrix",NA,"species",0,"Fainalges tanythrix","TPT"
1544,"Sarcoptiformes","Xolalgidae","Fainalges","trichocheylus",NA,"species",0,"Fainalges trichocheylus","TPT"
1545,"Sarcoptiformes","Xolalgidae","Fainalges","vulgaris",NA,"species",0,"Fainalges vulgaris","TPT"
1547,"Sarcoptiformes","Xolalgidae","Glaucalges","attenuatus",NA,"species",0,"Glaucalges attenuatus","TPT"
1548,"Sarcoptiformes","Xolalgidae","Glaucalges","pteropus",NA,"species",0,"Glaucalges pteropus","TPT"
1549,"Sarcoptiformes","Xolalgidae","Glaucalges","tytonis",NA,"species",0,"Glaucalges tytonis","TPT"
1551,"Sarcoptiformes","Xolalgidae","Gymnalloptes","pallens",NA,"species",0,"Gymnalloptes pallens","TPT"
1552,"Sarcoptiformes","Xolalgidae","Gymnalloptes","quadrisetatus",NA,"species",0,"Gymnalloptes quadrisetatus","TPT"
1554,"Sarcoptiformes","Xolalgidae","Hartingiella","megatricha",NA,"species",0,"Hartingiella megatricha","TPT"
1555,"Sarcoptiformes","Xolalgidae","Hartingiella","neotropica",NA,"species",0,"Hartingiella neotropica","TPT"
1557,"Sarcoptiformes","Xolalgidae","Ingrassia","aequinoctialis",NA,"species",0,"Ingrassia aequinoctialis","TPT"
1558,"Sarcoptiformes","Xolalgidae","Ingrassia","antarctica",NA,"species",0,"Ingrassia antarctica","TPT"
1559,"Sarcoptiformes","Xolalgidae","Ingrassia","arenaria",NA,"species",0,"Ingrassia arenaria","TPT"
1560,"Sarcoptiformes","Xolalgidae","Ingrassia","centrotibia",NA,"species",0,"Ingrassia centrotibia","TPT"
1561,"Sarcoptiformes","Xolalgidae","Ingrassia","colymbi",NA,"species",0,"Ingrassia colymbi","TPT"
1562,"Sarcoptiformes","Xolalgidae","Ingrassia","dubinini",NA,"species",0,"Ingrassia dubinini","TPT"
1563,"Sarcoptiformes","Xolalgidae","Ingrassia","eudyptula",NA,"species",0,"Ingrassia eudyptula","TPT"
1564,"Sarcoptiformes","Xolalgidae","Ingrassia","falcifera",NA,"species",0,"Ingrassia falcifera","TPT"
1565,"Sarcoptiformes","Xolalgidae","Ingrassia","fissitarsa",NA,"species",0,"Ingrassia fissitarsa","TPT"
1566,"Sarcoptiformes","Xolalgidae","Ingrassia","forcipata",NA,"species",0,"Ingrassia forcipata","TPT"
1567,"Sarcoptiformes","Xolalgidae","Ingrassia","latior",NA,"species",0,"Ingrassia latior","TPT"
1568,"Sarcoptiformes","Xolalgidae","Ingrassia","limnodromae",NA,"species",0,"Ingrassia limnodromae","TPT"
1569,"Sarcoptiformes","Xolalgidae","Ingrassia","limosae",NA,"species",0,"Ingrassia limosae","TPT"
1570,"Sarcoptiformes","Xolalgidae","Ingrassia","minuta",NA,"species",0,"Ingrassia minuta","TPT"
1571,"Sarcoptiformes","Xolalgidae","Ingrassia","oceanica",NA,"species",0,"Ingrassia oceanica","TPT"
1572,"Sarcoptiformes","Xolalgidae","Ingrassia","oceanodromae",NA,"species",0,"Ingrassia oceanodromae","TPT"
1573,"Sarcoptiformes","Xolalgidae","Ingrassia","philomachi",NA,"species",0,"Ingrassia philomachi","TPT"
1574,"Sarcoptiformes","Xolalgidae","Ingrassia","semifissa",NA,"species",0,"Ingrassia semifissa","TPT"
1575,"Sarcoptiformes","Xolalgidae","Ingrassia","slonskiana",NA,"species",0,"Ingrassia slonskiana","TPT"
1576,"Sarcoptiformes","Xolalgidae","Ingrassia","spinata",NA,"species",0,"Ingrassia spinata","TPT"
1577,"Sarcoptiformes","Xolalgidae","Ingrassia","tridactyla",NA,"species",0,"Ingrassia tridactyla","TPT"
1578,"Sarcoptiformes","Xolalgidae","Ingrassia","tringae",NA,"species",0,"Ingrassia tringae","TPT"
1579,"Sarcoptiformes","Xolalgidae","Ingrassia","veligera",NA,"species",0,"Ingrassia veligera","TPT"
1580,"Sarcoptiformes","Xolalgidae","Ingrassia","xiphidiopteri",NA,"species",0,"Ingrassia xiphidiopteri","TPT"
1582,"Sarcoptiformes","Xolalgidae","Leptosphyra","acuticubita",NA,"species",0,"Leptosphyra acuticubita","TPT"
